Well,Well Position,Cycle,Target Name,Rn,Delta Rn 1,Ratio,Delta Rn 2,Ratio 2,Delta Rn 3,Ratio 3,Avg Delta Rn,DRn Error,Ratio Avg,Ratio Error
76,G4,16,,,,,,,,,,,,
76,G4,17,,,,,,,,,,,,
76,G4,18,,,,,,,,,,,,
76,G4,19,,,,,,,,,,,,
76,G4,20,,,,,,,,,,,,
76,G4,21,,,,,,,,,,,,
76,G4,22,,,,,,,,,,,,
76,G4,23,,,,,,,,,,,,
76,G4,24,,,,,,,,,,,,
76,G4,25,,,,,,,,,,,,
76,G4,26,,,,,,,,,,,,
76,G4,27,,,,,,,,,,,,
76,G4,28,,,,,,,,,,,,
76,G4,29,,,,,,,,,,,,
76,G4,30,,,,,,,,,,,,
77,G5,1,,,,,,,,,,,,
77,G5,2,,,,,,,,,,,,
77,G5,3,,,,,,,,,,,,
77,G5,4,,,,,,,,,,,,
77,G5,5,,,,,,,,,,,,
77,G5,6,,,,,,,,,,,,
77,G5,7,,,,,,,,,,,,
77,G5,8,,,,,,,,,,,,
77,G5,9,,,,,,,,,,,,
77,G5,10,,,,,,,,,,,,
77,G5,11,,,,,,,,,,,,
77,G5,12,,,,,,,,,,,,
77,G5,13,,,,,,,,,,,,
77,G5,14,,,,,,,,,,,,
77,G5,15,,,,,,,,,,,,
77,G5,16,,,,,,,,,,,,
77,G5,17,,,,,,,,,,,,
77,G5,18,,,,,,,,,,,,
77,G5,19,,,,,,,,,,,,
77,G5,20,,,,,,,,,,,,
77,G5,21,,,,,,,,,,,,
77,G5,22,,,,,,,,,,,,
77,G5,23,,,,,,,,,,,,
77,G5,24,,,,,,,,,,,,
77,G5,25,,,,,,,,,,,,
77,G5,26,,,,,,,,,,,,
77,G5,27,,,,,,,,,,,,
77,G5,28,,,,,,,,,,,,
77,G5,29,,,,,,,,,,,,
77,G5,30,,,,,,,,,,,,
78,G6,1,,,,,,,,,,,,
78,G6,2,,,,,,,,,,,,
78,G6,3,,,,,,,,,,,,
78,G6,4,,,,,,,,,,,,
78,G6,5,,,,,,,,,,,,
78,G6,6,,,,,,,,,,,,
78,G6,7,,,,,,,,,,,,
78,G6,8,,,,,,,,,,,,
78,G6,9,,,,,,,,,,,,
78,G6,10,,,,,,,,,,,,
78,G6,11,,,,,,,,,,,,
78,G6,12,,,,,,,,,,,,
78,G6,13,,,,,,,,,,,,
78,G6,14,,,,,,,,,,,,
78,G6,15,,,,,,,,,,,,
78,G6,16,,,,,,,,,,,,
78,G6,17,,,,,,,,,,,,
78,G6,18,,,,,,,,,,,,
78,G6,19,,,,,,,,,,,,
78,G6,20,,,,,,,,,,,,
78,G6,21,,,,,,,,,,,,
78,G6,22,,,,,,,,,,,,
78,G6,23,,,,,,,,,,,,
78,G6,24,,,,,,,,,,,,
78,G6,25,,,,,,,,,,,,
78,G6,26,,,,,,,,,,,,
78,G6,27,,,,,,,,,,,,
78,G6,28,,,,,,,,,,,,
78,G6,29,,,,,,,,,,,,
78,G6,30,,,,,,,,,,,,
79,G7,1,,,,,,,,,,,,
79,G7,2,,,,,,,,,,,,
79,G7,3,,,,,,,,,,,,
79,G7,4,,,,,,,,,,,,
79,G7,5,,,,,,,,,,,,
79,G7,6,,,,,,,,,,,,
79,G7,7,,,,,,,,,,,,
79,G7,8,,,,,,,,,,,,
79,G7,9,,,,,,,,,,,,
79,G7,10,,,,,,,,,,,,
79,G7,11,,,,,,,,,,,,
79,G7,12,,,,,,,,,,,,
79,G7,13,,,,,,,,,,,,
79,G7,14,,,,,,,,,,,,
79,G7,15,,,,,,,,,,,,
79,G7,16,,,,,,,,,,,,
79,G7,17,,,,,,,,,,,,
79,G7,18,,,,,,,,,,,,
79,G7,19,,,,,,,,,,,,
79,G7,20,,,,,,,,,,,,
79,G7,21,,,,,,,,,,,,
79,G7,22,,,,,,,,,,,,
79,G7,23,,,,,,,,,,,,
79,G7,24,,,,,,,,,,,,
79,G7,25,,,,,,,,,,,,
79,G7,26,,,,,,,,,,,,
79,G7,27,,,,,,,,,,,,
79,G7,28,,,,,,,,,,,,
79,G7,29,,,,,,,,,,,,
79,G7,30,,,,,,,,,,,,
80,G8,1,,,,,,,,,,,,
80,G8,2,,,,,,,,,,,,
80,G8,3,,,,,,,,,,,,
80,G8,4,,,,,,,,,,,,
80,G8,5,,,,,,,,,,,,
80,G8,6,,,,,,,,,,,,
80,G8,7,,,,,,,,,,,,
80,G8,8,,,,,,,,,,,,
80,G8,9,,,,,,,,,,,,
80,G8,10,,,,,,,,,,,,
80,G8,11,,,,,,,,,,,,
80,G8,12,,,,,,,,,,,,
80,G8,13,,,,,,,,,,,,
80,G8,14,,,,,,,,,,,,
80,G8,15,,,,,,,,,,,,
80,G8,16,,,,,,,,,,,,
80,G8,17,,,,,,,,,,,,
80,G8,18,,,,,,,,,,,,
80,G8,19,,,,,,,,,,,,
80,G8,20,,,,,,,,,,,,
80,G8,21,,,,,,,,,,,,
80,G8,22,,,,,,,,,,,,
80,G8,23,,,,,,,,,,,,
80,G8,24,,,,,,,,,,,,
80,G8,25,,,,,,,,,,,,
80,G8,26,,,,,,,,,,,,
80,G8,27,,,,,,,,,,,,
80,G8,28,,,,,,,,,,,,
80,G8,29,,,,,,,,,,,,
80,G8,30,,,,,,,,,,,,
81,G9,1,,,,,,,,,,,,
81,G9,2,,,,,,,,,,,,
81,G9,3,,,,,,,,,,,,
81,G9,4,,,,,,,,,,,,
81,G9,5,,,,,,,,,,,,
81,G9,6,,,,,,,,,,,,
81,G9,7,,,,,,,,,,,,
81,G9,8,,,,,,,,,,,,
81,G9,9,,,,,,,,,,,,
81,G9,10,,,,,,,,,,,,
81,G9,11,,,,,,,,,,,,
81,G9,12,,,,,,,,,,,,
81,G9,13,,,,,,,,,,,,
81,G9,14,,,,,,,,,,,,
81,G9,15,,,,,,,,,,,,
81,G9,16,,,,,,,,,,,,
81,G9,17,,,,,,,,,,,,
81,G9,18,,,,,,,,,,,,
81,G9,19,,,,,,,,,,,,
81,G9,20,,,,,,,,,,,,
81,G9,21,,,,,,,,,,,,
81,G9,22,,,,,,,,,,,,
81,G9,23,,,,,,,,,,,,
81,G9,24,,,,,,,,,,,,
81,G9,25,,,,,,,,,,,,
81,G9,26,,,,,,,,,,,,
81,G9,27,,,,,,,,,,,,
81,G9,28,,,,,,,,,,,,
81,G9,29,,,,,,,,,,,,
81,G9,30,,,,,,,,,,,,
82,G10,1,,,,,,,,,,,,
82,G10,2,,,,,,,,,,,,
82,G10,3,,,,,,,,,,,,
82,G10,4,,,,,,,,,,,,
82,G10,5,,,,,,,,,,,,
82,G10,6,,,,,,,,,,,,
82,G10,7,,,,,,,,,,,,
82,G10,8,,,,,,,,,,,,
82,G10,9,,,,,,,,,,,,
82,G10,10,,,,,,,,,,,,
82,G10,11,,,,,,,,,,,,
82,G10,12,,,,,,,,,,,,
82,G10,13,,,,,,,,,,,,
82,G10,14,,,,,,,,,,,,
82,G10,15,,,,,,,,,,,,
82,G10,16,,,,,,,,,,,,
82,G10,17,,,,,,,,,,,,
82,G10,18,,,,,,,,,,,,
82,G10,19,,,,,,,,,,,,
82,G10,20,,,,,,,,,,,,
82,G10,21,,,,,,,,,,,,
82,G10,22,,,,,,,,,,,,
82,G10,23,,,,,,,,,,,,
82,G10,24,,,,,,,,,,,,
82,G10,25,,,,,,,,,,,,
82,G10,26,,,,,,,,,,,,
82,G10,27,,,,,,,,,,,,
82,G10,28,,,,,,,,,,,,
82,G10,29,,,,,,,,,,,,
82,G10,30,,,,,,,,,,,,
83,G11,1,,,,,,,,,,,,
83,G11,2,,,,,,,,,,,,
83,G11,3,,,,,,,,,,,,
83,G11,4,,,,,,,,,,,,
83,G11,5,,,,,,,,,,,,
83,G11,6,,,,,,,,,,,,
83,G11,7,,,,,,,,,,,,
83,G11,8,,,,,,,,,,,,
83,G11,9,,,,,,,,,,,,
83,G11,10,,,,,,,,,,,,
83,G11,11,,,,,,,,,,,,
83,G11,12,,,,,,,,,,,,
83,G11,13,,,,,,,,,,,,
83,G11,14,,,,,,,,,,,,
83,G11,15,,,,,,,,,,,,
83,G11,16,,,,,,,,,,,,
83,G11,17,,,,,,,,,,,,
83,G11,18,,,,,,,,,,,,
83,G11,19,,,,,,,,,,,,
83,G11,20,,,,,,,,,,,,
83,G11,21,,,,,,,,,,,,
83,G11,22,,,,,,,,,,,,
83,G11,23,,,,,,,,,,,,
83,G11,24,,,,,,,,,,,,
83,G11,25,,,,,,,,,,,,
83,G11,26,,,,,,,,,,,,
83,G11,27,,,,,,,,,,,,
83,G11,28,,,,,,,,,,,,
83,G11,29,,,,,,,,,,,,
83,G11,30,,,,,,,,,,,,
84,G12,1,,,,,,,,,,,,
84,G12,2,,,,,,,,,,,,
84,G12,3,,,,,,,,,,,,
84,G12,4,,,,,,,,,,,,
84,G12,5,,,,,,,,,,,,
84,G12,6,,,,,,,,,,,,
84,G12,7,,,,,,,,,,,,
84,G12,8,,,,,,,,,,,,
84,G12,9,,,,,,,,,,,,
84,G12,10,,,,,,,,,,,,
84,G12,11,,,,,,,,,,,,
84,G12,12,,,,,,,,,,,,
84,G12,13,,,,,,,,,,,,
84,G12,14,,,,,,,,,,,,
84,G12,15,,,,,,,,,,,,
84,G12,16,,,,,,,,,,,,
84,G12,17,,,,,,,,,,,,
84,G12,18,,,,,,,,,,,,
84,G12,19,,,,,,,,,,,,
84,G12,20,,,,,,,,,,,,
84,G12,21,,,,,,,,,,,,
84,G12,22,,,,,,,,,,,,
84,G12,23,,,,,,,,,,,,
84,G12,24,,,,,,,,,,,,
84,G12,25,,,,,,,,,,,,
84,G12,26,,,,,,,,,,,,
84,G12,27,,,,,,,,,,,,
84,G12,28,,,,,,,,,,,,
84,G12,29,,,,,,,,,,,,
84,G12,30,,,,,,,,,,,,
85,H1,1,,,,,,,,,,,,
85,H1,2,,,,,,,,,,,,
85,H1,3,,,,,,,,,,,,
85,H1,4,,,,,,,,,,,,
85,H1,5,,,,,,,,,,,,
85,H1,6,,,,,,,,,,,,
85,H1,7,,,,,,,,,,,,
85,H1,8,,,,,,,,,,,,
85,H1,9,,,,,,,,,,,,
85,H1,10,,,,,,,,,,,,
85,H1,11,,,,,,,,,,,,
85,H1,12,,,,,,,,,,,,
85,H1,13,,,,,,,,,,,,
85,H1,14,,,,,,,,,,,,
85,H1,15,,,,,,,,,,,,
85,H1,16,,,,,,,,,,,,
85,H1,17,,,,,,,,,,,,
85,H1,18,,,,,,,,,,,,
85,H1,19,,,,,,,,,,,,
85,H1,20,,,,,,,,,,,,
85,H1,21,,,,,,,,,,,,
85,H1,22,,,,,,,,,,,,
85,H1,23,,,,,,,,,,,,
85,H1,24,,,,,,,,,,,,
85,H1,25,,,,,,,,,,,,
85,H1,26,,,,,,,,,,,,
85,H1,27,,,,,,,,,,,,
85,H1,28,,,,,,,,,,,,
85,H1,29,,,,,,,,,,,,
85,H1,30,,,,,,,,,,,,
86,H2,1,,,,,,,,,,,,
86,H2,2,,,,,,,,,,,,
86,H2,3,,,,,,,,,,,,
86,H2,4,,,,,,,,,,,,
86,H2,5,,,,,,,,,,,,
86,H2,6,,,,,,,,,,,,
86,H2,7,,,,,,,,,,,,
86,H2,8,,,,,,,,,,,,
86,H2,9,,,,,,,,,,,,
86,H2,10,,,,,,,,,,,,
86,H2,11,,,,,,,,,,,,
86,H2,12,,,,,,,,,,,,
86,H2,13,,,,,,,,,,,,
86,H2,14,,,,,,,,,,,,
86,H2,15,,,,,,,,,,,,
86,H2,16,,,,,,,,,,,,
86,H2,17,,,,,,,,,,,,
86,H2,18,,,,,,,,,,,,
86,H2,19,,,,,,,,,,,,
86,H2,20,,,,,,,,,,,,
86,H2,21,,,,,,,,,,,,
86,H2,22,,,,,,,,,,,,
86,H2,23,,,,,,,,,,,,
86,H2,24,,,,,,,,,,,,
86,H2,25,,,,,,,,,,,,
86,H2,26,,,,,,,,,,,,
86,H2,27,,,,,,,,,,,,
86,H2,28,,,,,,,,,,,,
86,H2,29,,,,,,,,,,,,
86,H2,30,,,,,,,,,,,,
87,H3,1,,,,,,,,,,,,
87,H3,2,,,,,,,,,,,,
87,H3,3,,,,,,,,,,,,
87,H3,4,,,,,,,,,,,,
87,H3,5,,,,,,,,,,,,
87,H3,6,,,,,,,,,,,,
87,H3,7,,,,,,,,,,,,
87,H3,8,,,,,,,,,,,,
87,H3,9,,,,,,,,,,,,
87,H3,10,,,,,,,,,,,,
87,H3,11,,,,,,,,,,,,
87,H3,12,,,,,,,,,,,,
87,H3,13,,,,,,,,,,,,
87,H3,14,,,,,,,,,,,,
87,H3,15,,,,,,,,,,,,
87,H3,16,,,,,,,,,,,,
87,H3,17,,,,,,,,,,,,
87,H3,18,,,,,,,,,,,,
87,H3,19,,,,,,,,,,,,
87,H3,20,,,,,,,,,,,,
87,H3,21,,,,,,,,,,,,
87,H3,22,,,,,,,,,,,,
87,H3,23,,,,,,,,,,,,
87,H3,24,,,,,,,,,,,,
87,H3,25,,,,,,,,,,,,
87,H3,26,,,,,,,,,,,,
87,H3,27,,,,,,,,,,,,
87,H3,28,,,,,,,,,,,,
87,H3,29,,,,,,,,,,,,
87,H3,30,,,,,,,,,,,,
88,H4,1,,,,,,,,,,,,
88,H4,2,,,,,,,,,,,,
88,H4,3,,,,,,,,,,,,
88,H4,4,,,,,,,,,,,,
88,H4,5,,,,,,,,,,,,
88,H4,6,,,,,,,,,,,,
88,H4,7,,,,,,,,,,,,
88,H4,8,,,,,,,,,,,,
88,H4,9,,,,,,,,,,,,
88,H4,10,,,,,,,,,,,,
88,H4,11,,,,,,,,,,,,
88,H4,12,,,,,,,,,,,,
88,H4,13,,,,,,,,,,,,
88,H4,14,,,,,,,,,,,,
88,H4,15,,,,,,,,,,,,
88,H4,16,,,,,,,,,,,,
88,H4,17,,,,,,,,,,,,
88,H4,18,,,,,,,,,,,,
88,H4,19,,,,,,,,,,,,
88,H4,20,,,,,,,,,,,,
88,H4,21,,,,,,,,,,,,
88,H4,22,,,,,,,,,,,,
88,H4,23,,,,,,,,,,,,
88,H4,24,,,,,,,,,,,,
88,H4,25,,,,,,,,,,,,
88,H4,26,,,,,,,,,,,,
88,H4,27,,,,,,,,,,,,
88,H4,28,,,,,,,,,,,,
88,H4,29,,,,,,,,,,,,
88,H4,30,,,,,,,,,,,,
89,H5,1,,,,,,,,,,,,
89,H5,2,,,,,,,,,,,,
89,H5,3,,,,,,,,,,,,
89,H5,4,,,,,,,,,,,,
89,H5,5,,,,,,,,,,,,
89,H5,6,,,,,,,,,,,,
89,H5,7,,,,,,,,,,,,
89,H5,8,,,,,,,,,,,,
89,H5,9,,,,,,,,,,,,
89,H5,10,,,,,,,,,,,,
89,H5,11,,,,,,,,,,,,
89,H5,12,,,,,,,,,,,,
89,H5,13,,,,,,,,,,,,
89,H5,14,,,,,,,,,,,,
89,H5,15,,,,,,,,,,,,
89,H5,16,,,,,,,,,,,,
89,H5,17,,,,,,,,,,,,
89,H5,18,,,,,,,,,,,,
89,H5,19,,,,,,,,,,,,
89,H5,20,,,,,,,,,,,,
89,H5,21,,,,,,,,,,,,
89,H5,22,,,,,,,,,,,,
89,H5,23,,,,,,,,,,,,
89,H5,24,,,,,,,,,,,,
89,H5,25,,,,,,,,,,,,
89,H5,26,,,,,,,,,,,,
89,H5,27,,,,,,,,,,,,
89,H5,28,,,,,,,,,,,,
89,H5,29,,,,,,,,,,,,
89,H5,30,,,,,,,,,,,,
90,H6,1,,,,,,,,,,,,
90,H6,2,,,,,,,,,,,,
90,H6,3,,,,,,,,,,,,
90,H6,4,,,,,,,,,,,,
90,H6,5,,,,,,,,,,,,
90,H6,6,,,,,,,,,,,,
90,H6,7,,,,,,,,,,,,
90,H6,8,,,,,,,,,,,,
90,H6,9,,,,,,,,,,,,
90,H6,10,,,,,,,,,,,,
90,H6,11,,,,,,,,,,,,
90,H6,12,,,,,,,,,,,,
90,H6,13,,,,,,,,,,,,
90,H6,14,,,,,,,,,,,,
90,H6,15,,,,,,,,,,,,
90,H6,16,,,,,,,,,,,,
90,H6,17,,,,,,,,,,,,
90,H6,18,,,,,,,,,,,,
90,H6,19,,,,,,,,,,,,
90,H6,20,,,,,,,,,,,,
90,H6,21,,,,,,,,,,,,
90,H6,22,,,,,,,,,,,,
90,H6,23,,,,,,,,,,,,
90,H6,24,,,,,,,,,,,,
90,H6,25,,,,,,,,,,,,
90,H6,26,,,,,,,,,,,,
90,H6,27,,,,,,,,,,,,
90,H6,28,,,,,,,,,,,,
90,H6,29,,,,,,,,,,,,
90,H6,30,,,,,,,,,,,,
91,H7,1,,,,,,,,,,,,
91,H7,2,,,,,,,,,,,,
91,H7,3,,,,,,,,,,,,
91,H7,4,,,,,,,,,,,,
91,H7,5,,,,,,,,,,,,
91,H7,6,,,,,,,,,,,,
91,H7,7,,,,,,,,,,,,
91,H7,8,,,,,,,,,,,,
91,H7,9,,,,,,,,,,,,
91,H7,10,,,,,,,,,,,,
91,H7,11,,,,,,,,,,,,
91,H7,12,,,,,,,,,,,,
91,H7,13,,,,,,,,,,,,
91,H7,14,,,,,,,,,,,,
91,H7,15,,,,,,,,,,,,
91,H7,16,,,,,,,,,,,,
91,H7,17,,,,,,,,,,,,
91,H7,18,,,,,,,,,,,,
91,H7,19,,,,,,,,,,,,
91,H7,20,,,,,,,,,,,,
91,H7,21,,,,,,,,,,,,
91,H7,22,,,,,,,,,,,,
91,H7,23,,,,,,,,,,,,
91,H7,24,,,,,,,,,,,,
91,H7,25,,,,,,,,,,,,
91,H7,26,,,,,,,,,,,,
91,H7,27,,,,,,,,,,,,
91,H7,28,,,,,,,,,,,,
91,H7,29,,,,,,,,,,,,
91,H7,30,,,,,,,,,,,,
92,H8,1,,,,,,,,,,,,
92,H8,2,,,,,,,,,,,,
92,H8,3,,,,,,,,,,,,
92,H8,4,,,,,,,,,,,,
92,H8,5,,,,,,,,,,,,
92,H8,6,,,,,,,,,,,,
92,H8,7,,,,,,,,,,,,
92,H8,8,,,,,,,,,,,,
92,H8,9,,,,,,,,,,,,
92,H8,10,,,,,,,,,,,,
92,H8,11,,,,,,,,,,,,
92,H8,12,,,,,,,,,,,,
92,H8,13,,,,,,,,,,,,
92,H8,14,,,,,,,,,,,,
92,H8,15,,,,,,,,,,,,
92,H8,16,,,,,,,,,,,,
92,H8,17,,,,,,,,,,,,
92,H8,18,,,,,,,,,,,,
92,H8,19,,,,,,,,,,,,
92,H8,20,,,,,,,,,,,,
92,H8,21,,,,,,,,,,,,
92,H8,22,,,,,,,,,,,,
92,H8,23,,,,,,,,,,,,
92,H8,24,,,,,,,,,,,,
92,H8,25,,,,,,,,,,,,
92,H8,26,,,,,,,,,,,,
92,H8,27,,,,,,,,,,,,
92,H8,28,,,,,,,,,,,,
92,H8,29,,,,,,,,,,,,
92,H8,30,,,,,,,,,,,,
93,H9,1,,,,,,,,,,,,
93,H9,2,,,,,,,,,,,,
93,H9,3,,,,,,,,,,,,
93,H9,4,,,,,,,,,,,,
93,H9,5,,,,,,,,,,,,
93,H9,6,,,,,,,,,,,,
93,H9,7,,,,,,,,,,,,
93,H9,8,,,,,,,,,,,,
93,H9,9,,,,,,,,,,,,
93,H9,10,,,,,,,,,,,,
93,H9,11,,,,,,,,,,,,
93,H9,12,,,,,,,,,,,,
93,H9,13,,,,,,,,,,,,
93,H9,14,,,,,,,,,,,,
93,H9,15,,,,,,,,,,,,
93,H9,16,,,,,,,,,,,,
93,H9,17,,,,,,,,,,,,
93,H9,18,,,,,,,,,,,,
93,H9,19,,,,,,,,,,,,
93,H9,20,,,,,,,,,,,,
93,H9,21,,,,,,,,,,,,
93,H9,22,,,,,,,,,,,,
93,H9,23,,,,,,,,,,,,
93,H9,24,,,,,,,,,,,,
93,H9,25,,,,,,,,,,,,
93,H9,26,,,,,,,,,,,,
93,H9,27,,,,,,,,,,,,
93,H9,28,,,,,,,,,,,,
93,H9,29,,,,,,,,,,,,
93,H9,30,,,,,,,,,,,,
94,H10,1,,,,,,,,,,,,
94,H10,2,,,,,,,,,,,,
94,H10,3,,,,,,,,,,,,
94,H10,4,,,,,,,,,,,,
94,H10,5,,,,,,,,,,,,
94,H10,6,,,,,,,,,,,,
94,H10,7,,,,,,,,,,,,
94,H10,8,,,,,,,,,,,,
94,H10,9,,,,,,,,,,,,
94,H10,10,,,,,,,,,,,,
94,H10,11,,,,,,,,,,,,
94,H10,12,,,,,,,,,,,,
94,H10,13,,,,,,,,,,,,
94,H10,14,,,,,,,,,,,,
94,H10,15,,,,,,,,,,,,
94,H10,16,,,,,,,,,,,,
94,H10,17,,,,,,,,,,,,
94,H10,18,,,,,,,,,,,,
94,H10,19,,,,,,,,,,,,
94,H10,20,,,,,,,,,,,,
94,H10,21,,,,,,,,,,,,
94,H10,22,,,,,,,,,,,,
94,H10,23,,,,,,,,,,,,
94,H10,24,,,,,,,,,,,,
94,H10,25,,,,,,,,,,,,
94,H10,26,,,,,,,,,,,,
94,H10,27,,,,,,,,,,,,
94,H10,28,,,,,,,,,,,,
94,H10,29,,,,,,,,,,,,
94,H10,30,,,,,,,,,,,,
95,H11,1,,,,,,,,,,,,
95,H11,2,,,,,,,,,,,,
95,H11,3,,,,,,,,,,,,
95,H11,4,,,,,,,,,,,,
95,H11,5,,,,,,,,,,,,
95,H11,6,,,,,,,,,,,,
95,H11,7,,,,,,,,,,,,
95,H11,8,,,,,,,,,,,,
95,H11,9,,,,,,,,,,,,
95,H11,10,,,,,,,,,,,,
95,H11,11,,,,,,,,,,,,
95,H11,12,,,,,,,,,,,,
95,H11,13,,,,,,,,,,,,
95,H11,14,,,,,,,,,,,,
95,H11,15,,,,,,,,,,,,
95,H11,16,,,,,,,,,,,,
95,H11,17,,,,,,,,,,,,
95,H11,18,,,,,,,,,,,,
95,H11,19,,,,,,,,,,,,
95,H11,20,,,,,,,,,,,,
95,H11,21,,,,,,,,,,,,
95,H11,22,,,,,,,,,,,,
95,H11,23,,,,,,,,,,,,
95,H11,24,,,,,,,,,,,,
95,H11,25,,,,,,,,,,,,
95,H11,26,,,,,,,,,,,,
95,H11,27,,,,,,,,,,,,
95,H11,28,,,,,,,,,,,,
95,H11,29,,,,,,,,,,,,
95,H11,30,,,,,,,,,,,,
96,H12,1,,,,,,,,,,,,
96,H12,2,,,,,,,,,,,,
96,H12,3,,,,,,,,,,,,
96,H12,4,,,,,,,,,,,,
96,H12,5,,,,,,,,,,,,
96,H12,6,,,,,,,,,,,,
96,H12,7,,,,,,,,,,,,
96,H12,8,,,,,,,,,,,,
96,H12,9,,,,,,,,,,,,
96,H12,10,,,,,,,,,,,,
96,H12,11,,,,,,,,,,,,
96,H12,12,,,,,,,,,,,,
96,H12,13,,,,,,,,,,,,
96,H12,14,,,,,,,,,,,,
96,H12,15,,,,,,,,,,,,
96,H12,16,,,,,,,,,,,,
96,H12,17,,,,,,,,,,,,
96,H12,18,,,,,,,,,,,,
96,H12,19,,,,,,,,,,,,
96,H12,20,,,,,,,,,,,,
96,H12,21,,,,,,,,,,,,
96,H12,22,,,,,,,,,,,,
96,H12,23,,,,,,,,,,,,
96,H12,24,,,,,,,,,,,,
96,H12,25,,,,,,,,,,,,
96,H12,26,,,,,,,,,,,,
96,H12,27,,,,,,,,,,,,
96,H12,28,,,,,,,,,,,,
96,H12,29,,,,,,,,,,,,
96,H12,30,,,,,,,,,,,,
